13.700000, 1.497933	1.390345
13.800000, 1.498459	1.390484
13.900000, 1.498978	1.390620
14.000000, 1.499489	1.390753
14.100000, 1.499993	1.390883
14.200000, 1.500490	1.391011
14.300000, 1.500980	1.391136
14.400000, 1.501463	1.391258
14.500000, 1.501940	1.391378
14.600000, 1.502410	1.391495
14.700000, 1.502874	1.391610
14.800000, 1.503331	1.391723
14.900000, 1.503783	1.391834
15.000000, 1.504228	1.391942
15.100000, 1.504668	1.392048
15.200000, 1.505102	1.392152
15.300000, 1.505530	1.392255
15.400000, 1.505952	1.392355
15.500000, 1.506369	1.392453
15.600000, 1.506781	1.392550
15.700000, 1.507188	1.392644
15.800000, 1.507589	1.392737
15.900000, 1.507986	1.392828
16.000000, 1.508378	1.392918
